rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_half_ppr_per_gp,fpts_half_ppr
353,24268,SirVocea Dennis,TB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.5,0.6,0.3,5.8,99.2
354,25149,Demani Richardson,CAR,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7,0.7,0.3,5.8,99.1
355,18017,Javon Hargrave,MIN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4,0.7,0.4,5.8,99.0
356,24085,Tuli Tuipulotu,LAC,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.2,0.7,0.3,5.8,98.7
357,19885,B.J. Hill,CIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.7,0.7,0.3,5.8,98.2
358,24180,DeMario Douglas,NE,WR,17,0.0,0.0,0.0,15.1,0.0,53.0,555.2,2.5,0.0,0.0,0.0,0.0,5.8,98.1
359,22613,Joshua Palmer,BUF,WR,17,0.0,0.0,0.0,0.6,0.0,41.6,555.3,3.6,0.0,0.0,0.0,0.0,5.8,97.8
360,21923,Kam Curl,LAR,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.4,1.0,0.5,5.7,97.6
361,25143,Tykee Smith,TB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.4,1.0,0.5,5.7,97.5
362,21937,Jordan Fuller,ATL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.6,1.0,0.5,5.7,97.3
363,23365,Trent McDuffie,KC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.2,1.0,0.5,5.7,97.0
364,23262,Zach Harrison,ATL,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.4,0.7,0.3,5.7,97.0
365,23250,Tyler Allgeier,ATL,RB,17,0.0,0.0,0.0,572.6,3.6,13.1,99.0,0.5,0.0,0.0,0.0,0.0,5.7,96.9
366,21054,Devin Bush,CLE,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.3,0.6,0.3,5.7,96.7
367,20956,Montez Sweat,CHI,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.2,0.6,0.3,5.7,96.5
368,24277,Yaya Diaby,TB,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.3,0.8,0.4,5.7,96.5
369,20778,Dre Greenlaw,DEN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.6,0.3,5.7,96.4
370,19834,Vita Vea,TB,NT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.3,0.8,0.4,5.7,96.4
371,23232,Alec Pierce,IND,WR,17,0.0,0.0,0.0,0.0,0.0,32.4,555.5,4.1,0.0,0.0,0.0,0.0,5.7,96.2
372,23296,Leo Chenal,KC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.2,0.5,0.3,5.7,96.1
373,22904,Isaiah McDuffie,GB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.7,0.3,5.6,96.0
374,23420,Riley Moss,DEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,1.0,0.5,5.6,96.0
375,23309,Nakobe Dean,PHI,LB,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.5,0.6,0.3,8.7,95.8
376,21239,Keisean Nixon,GB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.2,1.0,0.5,5.6,95.4
377,24918,DaShaun White,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.4,0.7,0.3,5.6,95.3
378,22566,Calvin Austin III,PIT,WR,17,0.0,0.0,0.0,4.9,0.0,37.6,533.0,3.9,0.0,0.0,0.0,0.0,5.6,95.0
379,24144,Bryan Bresee,NO,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.3,0.6,0.3,5.6,94.7
380,23422,Jalen Pitre,HOU,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.9,0.4,5.6,94.6
381,22092,Chase Young,NO,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.3,0.6,0.3,5.6,94.5
382,24372,Roschon Johnson,CHI,RB,17,0.0,0.0,0.0,338.2,5.4,22.8,152.0,0.5,0.0,0.0,0.0,0.0,5.6,94.4
383,22896,Malcolm Koonce,LV,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.5,0.6,0.3,5.5,94.3
384,25063,Isaac Guerendo,SF,RB,17,0.0,0.0,0.0,503.8,4.0,13.7,121.8,0.5,0.0,0.0,0.0,0.0,5.5,94.2
385,22295,Tershawn Wharton,CAR,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.4,0.5,0.3,5.5,94.2
386,25027,Kamren Kinchens,LAR,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.1,0.8,0.4,5.5,94.1
387,23599,Reed Blankenship,PHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.1,0.9,0.5,5.5,94.1
388,22704,Paulson Adebo,NYG,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.9,0.4,5.5,93.9
389,18920,Malik Hooker,DAL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,1.1,0.5,5.5,93.6
390,20965,Juan Thornhill,PIT,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.8,0.4,5.5,93.6
391,23934,Isaiah Pola-Mao,LV,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.9,0.4,5.5,93.6
392,24111,Gervon Dexter Sr.,CHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.2,0.7,0.3,5.5,93.5
393,21939,Alohi Gilman,LAC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.1,0.9,0.5,5.5,93.3
394,22051,Trevon Diggs,DAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,1.1,0.5,5.5,93.3
395,24980,Ray Davis,BUF,RB,17,0.0,0.0,0.0,477.1,3.5,12.1,114.9,1.4,0.0,0.0,0.0,0.0,5.5,93.2
396,19835,Marcus Davenport,DET,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.4,0.6,0.3,5.5,93.2
397,3341,Calais Campbell,ARI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.3,0.6,0.3,5.5,93.1
398,24091,Antonio Johnson,JAX,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,0.7,0.4,5.5,93.0
399,16830,Tyler Lockett,TEN,WR,17,0.0,0.0,0.0,0.0,0.0,44.6,516.3,3.2,0.0,0.0,0.0,0.0,5.5,92.7
400,20898,Ed Oliver,BUF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.6,0.9,0.4,5.4,92.6
401,21738,Juwan Johnson,NO,TE,17,0.0,0.0,0.0,0.0,0.0,45.7,492.3,3.4,0.0,0.0,0.0,0.0,5.4,92.3
402,22867,Odafe Oweh,BAL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.2,0.6,0.3,5.4,92.2
403,20943,Darius Slayton,NYG,WR,17,0.0,0.0,0.0,6.5,0.0,38.4,582.7,2.4,0.0,0.0,0.0,0.0,5.4,92.1
404,19932,Dorance Armstrong,WAS,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.3,0.6,0.3,5.4,92.0
405,24256,Keion White,NE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.2,0.7,0.3,5.4,91.8
406,24655,Christian Izien,TB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.0,0.5,5.4,91.7
407,25163,Malik Mustapha,SF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.8,0.4,5.4,91.6
408,14986,DeAndre Hopkins,BAL,WR,17,0.0,0.0,0.0,0.6,0.0,35.4,468.2,4.5,0.0,0.0,0.0,0.0,5.4,91.4
409,22085,Derrick Brown,CAR,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,0.8,0.4,5.4,91.3
410,23346,Dax Hill,CIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.8,0.8,0.4,5.4,91.2
411,24292,Trey Benson,ARI,RB,17,0.0,0.0,0.0,529.9,3.2,14.0,104.1,0.5,0.0,0.0,0.0,0.0,5.4,91.2
412,23607,Christian Benford,BUF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.4,1.2,0.6,5.4,91.0
413,20204,Charvarius Ward,IND,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1,0.6,5.4,91.0
414,23261,Nolan Smith Jr.,PHI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.3,0.6,0.3,5.4,91.0
415,22694,Jaycee Horn,CAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.8,0.4,5.4,91.0
416,22873,Osa Odighizuwa,DAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.2,0.9,0.4,5.3,90.7
417,24963,Kamari Lassiter,HOU,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.9,0.5,5.3,90.7
418,20766,C.J. Gardner-Johnson,HOU,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.9,0.5,5.3,90.4
419,23334,Derek Stingley Jr.,HOU,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.9,0.5,5.3,90.4
420,25139,Tarheeb Still,LAC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.9,0.8,0.4,5.3,90.1
421,23017,Christian Elliss,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.6,0.5,0.2,5.3,90.1
422,23424,Bryan Cook,KC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.9,0.5,5.3,90.0
423,22868,Joseph Ossai,CIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.2,0.6,0.3,5.3,90.0
424,24857,Otis Reese IV,TEN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.1,0.5,0.2,5.3,90.0
425,19859,Uchenna Nwosu,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.3,0.5,0.3,5.3,89.8
426,19020,Deatrich Wise Jr.,WAS,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.3,0.6,0.3,5.3,89.7
427,22075,A.J. Terrell Jr.,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.1,0.5,5.3,89.5
428,19961,Ray-Ray McCloud III,ATL,WR,17,0.0,0.0,0.0,62.2,0.2,46.0,500.4,1.8,0.0,0.0,0.0,0.0,5.3,89.5
429,17691,Brandon Stephens,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,0.8,0.4,5.3,89.5
430,23376,Devonte Wyatt,GB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.2,0.6,0.3,5.3,89.4
431,24086,Trenton Simpson,BAL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,0.6,0.3,5.3,89.3
432,25098,Jalen McMillan,TB,WR,17,0.0,0.0,0.0,30.0,0.1,35.3,457.2,3.7,0.0,0.0,0.0,0.0,5.2,89.0
433,22709,Christian Barmore,NE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.3,0.5,0.3,5.2,88.8
434,18975,Jourdan Lewis,JAX,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,0.8,0.4,5.2,88.7
435,21999,Akeem Davis-Gaither,ARI,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,0.5,0.3,5.2,88.5
436,20802,Justice Hill,BAL,RB,17,0.0,0.0,0.0,248.5,1.4,35.9,288.4,1.6,0.0,0.0,0.0,0.0,5.2,88.4
437,17981,Jarran Reed,SEA,NT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.2,0.6,0.3,5.2,88.2
438,21934,L'Jarius Sneed,TEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.9,0.5,5.2,88.2
439,22899,Deommodore Lenoir,SF,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.0,0.5,5.2,88.0
440,19928,Taron Johnson,BUF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.1,0.5,5.2,88.0
441,23392,Kingsley Enagbare,GB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.2,0.6,0.3,5.2,87.9
442,22890,Patrick Jones II,CAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.2,0.5,0.2,5.1,87.4
443,19987,Ogbo Okoronkwo,CLE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.2,0.6,0.3,5.1,87.3
444,19037,Matt Milano,BUF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.8,0.9,0.5,5.1,87.2
445,22844,Talanoa Hufanga,DEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.7,0.7,0.4,5.1,86.9
446,23142,Theo Johnson,NYG,TE,17,0.0,0.0,0.0,0.0,0.0,43.7,493.8,2.6,0.0,0.0,0.0,0.0,5.1,86.6
447,25963,Mason Taylor,NYJ,TE,17,0.0,0.0,0.0,0.0,0.0,45.4,458.1,3.1,0.0,0.0,0.0,0.0,5.1,86.5
448,18917,Marlon Humphrey,BAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.1,0.9,0.5,5.1,86.1
449,18555,Morgan Fox,ATL,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.3,0.7,0.3,5.1,85.9
450,20325,Greg Joseph,SF,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,85.6
451,23322,Martin Emerson Jr.,CLE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.4,5.0,85.4
452,24238,Kendre Miller,NO,RB,17,0.0,0.0,0.0,447.6,4.1,13.0,95.7,0.2,0.0,0.0,0.0,0.0,5.0,85.0
453,19985,Sebastian Joseph-Day,TEN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.2,0.5,0.3,5.0,85.0
454,17919,Jalen Ramsey,PIT,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.7,1.0,0.5,5.0,84.9
455,23432,Zyon McCollum,TB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.1,0.6,5.0,84.8
456,21131,Nick Scott,CAR,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.9,0.4,5.0,84.8
457,22602,Tutu Atwell,LAR,WR,17,0.0,0.0,0.0,11.9,0.1,39.6,513.4,2.0,0.0,0.0,0.0,0.0,5.0,84.7
458,24233,Ji'Ayir Brown,SF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.9,0.4,5.0,84.5
459,24252,Isaiah McGuire,CLE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.4,0.6,0.3,5.0,84.3
460,22740,Andre Cisco,NYJ,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.9,0.8,0.4,4.9,84.0
461,24239,Tyrique Stevenson,CHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.8,0.4,4.9,83.9
462,24097,Christian Gonzalez,NE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.7,0.8,0.4,4.9,83.9
463,25898,Bhayshul Tuten,JAX,RB,17,0.0,0.0,0.0,426.8,2.8,17.3,141.0,0.6,0.0,0.0,0.0,0.0,4.9,83.8
464,24993,Laiatu Latu,IND,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.3,0.7,0.3,4.9,83.7
465,19942,John Franklin-Myers,DEN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.3,0.6,0.3,4.9,83.7
466,20989,Quinnen Williams,NYJ,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.6,0.6,0.3,4.9,83.7
467,22686,Dyami Brown,JAX,WR,17,0.0,0.0,0.0,4.2,0.0,39.1,500.3,2.4,0.0,0.0,0.0,0.0,4.9,83.6
468,22731,Tyson Campbell,JAX,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.4,4.9,83.5
469,22095,Mike Danna,KC,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.2,0.6,0.3,4.9,83.4
470,17997,Maliek Collins,CLE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.2,0.7,0.4,4.9,83.4
471,22874,Dayo Odeyingbo,CHI,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.2,0.7,0.3,4.9,83.2
472,19953,D.J. Reed,DET,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.9,0.4,4.9,83.0
473,25035,Payton Wilson,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.6,0.3,4.9,82.9
474,18042,David Onyemata,ATL,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.3,0.7,0.3,4.9,82.5
475,21952,Rico Dowdle,CAR,RB,17,0.0,0.0,0.0,384.4,2.1,22.4,149.4,1.1,0.0,0.0,0.0,0.0,4.8,82.4
476,18130,Elandon Roberts,LV,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.5,0.3,4.8,82.4
477,24923,Jaylen Wright,MIA,RB,17,0.0,0.0,0.0,474.9,2.9,13.7,105.3,0.5,0.0,0.0,0.0,0.0,4.8,82.3
478,23253,Dontayvion Wicks,GB,WR,17,0.0,0.0,0.0,0.0,0.0,34.1,419.9,3.9,0.0,0.0,0.0,0.0,4.8,82.2
479,20185,Poona Ford,LAR,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,0.7,0.3,4.8,82.1
480,19892,Carlton Davis III,NE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.8,0.4,4.8,81.8
481,20570,Darious Williams,LAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.5,4.8,81.7
482,24966,Junior Colson,LAC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.3,4.8,81.4
483,21734,Nick Westbrook-Ikhine,MIA,WR,17,0.0,0.0,0.0,0.0,0.0,31.6,447.7,3.5,0.0,0.0,0.0,0.0,4.8,81.4
484,15226,Tyrann Mathieu,NO,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.8,0.4,4.8,81.3
485,22050,Darnay Holmes,LV,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.2,0.7,0.3,4.8,81.2
486,18944,Kareem Hunt,KC,RB,17,0.0,0.0,0.0,355.6,3.5,17.8,123.5,0.6,0.0,0.0,0.0,0.0,4.8,80.8
487,22056,Jaylon Johnson,CHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.5,4.7,80.6
488,24969,Jaden Hicks,KC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.9,0.7,0.4,4.7,80.5
489,25125,Evan Williams,GB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.7,0.4,4.7,80.5
490,21077,Diontae Johnson,CLE,WR,17,0.0,0.0,0.0,1.3,0.0,39.7,458.7,2.5,0.0,0.0,0.0,0.0,4.7,80.5
491,23554,Kyler Gordon,CHI,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,0.8,0.4,4.7,80.4
492,22597,Jalen Tolbert,DAL,WR,17,0.0,0.0,0.0,0.0,0.0,31.5,393.6,4.2,0.0,0.0,0.0,0.0,4.7,80.1
493,18905,Marshon Lattimore,WAS,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.8,0.4,4.7,80.0
494,24126,Joey Porter Jr.,PIT,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,4.7,80.0
495,25217,Jarvis Brownlee Jr.,TEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.8,0.4,4.7,80.0
496,24202,Ronnie Hickman,CLE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.7,0.4,4.7,79.9
497,20822,Mike Jackson,CAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.4,4.7,79.8
498,18032,Tyler Higbee,LAR,TE,17,0.0,0.0,0.0,0.0,0.0,40.8,379.3,3.6,0.0,0.0,0.0,0.0,4.7,79.7
499,16486,Mike Pennel,KC,NT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,0.5,0.3,4.7,79.6
500,21784,Zack Moss,CIN,RB,17,0.0,0.0,0.0,332.5,2.8,21.2,147.2,0.9,0.0,0.0,0.0,0.0,4.7,79.4
501,23337,Sauce Gardner,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.8,0.4,4.7,79.3
502,23428,Riq Woolen,SEA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.9,0.5,4.7,79.3
503,20145,Allen Lazard,NYJ,WR,17,0.0,0.0,0.0,0.0,0.0,32.5,433.3,3.3,0.0,0.0,0.0,0.0,4.7,79.2
504,19841,Daron Payne,WAS,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.2,0.7,0.3,4.7,79.1
505,22841,Jevón Holland,NYG,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.9,0.4,4.6,78.9
506,25122,Jalen Coker,CAR,WR,17,0.0,0.0,0.0,1.7,0.0,35.5,465.9,2.4,0.0,0.0,0.0,0.0,4.6,78.7
507,18029,Eric Murray,JAX,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,0.8,0.4,4.6,78.4
508,22727,Baron Browning,ARI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.4,0.5,0.3,4.6,78.1
509,24941,Cole Bishop,BUF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.9,0.4,4.6,78.0
510,23460,Roger McCreary,TEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.7,0.7,0.3,4.6,77.9
511,24119,Andrei Iosivas,CIN,WR,17,0.0,0.0,0.0,0.0,0.0,31.7,393.9,3.8,0.0,0.0,0.0,0.0,4.6,77.8
512,24945,Maason Smith,JAX,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.4,0.5,0.3,4.6,77.7
513,23423,Coby Bryant,SEA,FS,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.9,0.7,0.4,4.6,77.6
514,23438,Chad Muma,JAX,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.3,0.5,0.3,4.6,77.5
515,20753,Noah Fant,SEA,TE,17,0.0,0.0,0.0,0.0,0.0,43.1,452.6,1.8,0.0,0.0,0.0,0.0,4.6,77.4
516,18909,Haason Reddick,TB,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.2,0.7,0.3,4.5,77.3
517,24961,Calen Bullock,HOU,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.3,0.9,0.4,4.5,77.0
518,17947,Kenny Clark,GB,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.2,0.7,0.3,4.5,76.9
519,18914,Mike Williams,LAC,WR,17,0.0,0.0,0.0,0.3,0.0,32.0,466.2,2.4,0.0,0.0,0.0,0.0,4.5,76.8
520,24110,Garrett Williams,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.3,0.8,0.4,4.5,76.8
521,23274,Dee Alford,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.8,0.4,4.5,76.7
522,19014,Grover Stewart,IND,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.2,0.7,0.4,4.5,76.5
523,21772,Cole Kmet,CHI,TE,17,0.0,0.0,0.0,0.0,0.0,37.4,386.4,3.2,0.0,0.0,0.0,0.0,4.5,76.3
524,22422,Teair Tart,LAC,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.8,0.6,0.3,4.5,76.3
525,23205,Jerome Ford,CLE,RB,17,0.0,0.0,0.0,343.1,1.8,23.3,157.3,0.8,0.0,0.0,0.0,0.0,4.5,76.3
526,18875,Jonathan Allen,MIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.2,0.7,0.3,4.5,76.3
527,21107,Darnell Savage,JAX,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.8,0.4,4.5,76.2
528,21886,Broderick Washington,BAL,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.3,0.6,0.3,4.5,75.9
