player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Brenden Bates,53746,TE,CLV,8,8.0,1,80.0,50.0,1,2,0,20.0,1,-0.31,3,8,0,41.6,67.0,57.0,65.4,64.6,88.2,45,0,19,39.2,20,51,0,40.8,4,58.8,30,5.9,3,106.7,5,0,3.9,2,48,9,2.3,12.0,1.6
Shane Zylstra,143786,TE,DET,5,8.2,0,60.0,100.0,2,2,0,0.0,0,-0.03,1,11,0,70.5,65.8,44.0,42.6,49.7,41.7,43,0,11,17.5,18,103,1,37.8,3,78.6,81,39.8,41,68.8,5,0,18.4,19,20,2,0.7,6.7,0.25
Shedrick Jackson,84136,WR,LV,5,16.6,0,80.0,0.0,0,1,0,0.0,0,0.09,2,23,0,72.1,68.3,73.8,,73.4,0.0,0,0,25,0.0,0,19,0,50.0,4,94.7,18,52.6,10,152.9,5,1,47.4,9,56,5,1.3,14.0,3.11
Trent Sherfield,48021,WR,ARZ,12,8.6,0,60.0,,0,0,0,0.0,0,0.06,1,1,0,70.5,65.8,46.8,77.8,49.9,2.3,2,0,15,4.5,4,88,2,43.2,3,87.5,77,34.1,30,69.6,5,0,63.6,56,21,13,4.3,7.0,0.27
David Martin-Robinson,77892,TE,TEN,11,6.6,1,80.0,50.0,1,2,0,0.0,0,-0.2,3,31,0,72.1,67.0,73.0,57.2,77.8,60.5,23,0,14,21.1,8,38,0,37.1,4,73.7,28,21.1,8,131.3,5,1,15.8,6,30,17,4.3,7.5,1.07
Tahj Washington,97288,WR,MIA,6,23.6,0,60.0,50.0,1,2,0,0.0,0,-0.37,1,17,1,70.5,13.9,53.0,,53.1,0.0,0,1,19,0.0,0,40,0,26.3,3,95.0,38,27.5,11,43.3,5,0,72.5,29,37,9,3.0,12.3,0.97
Kendre Miller,123091,HB,NO,7,-1.0,1,100.0,100.0,1,1,0,0.0,0,0.05,1,20,0,74.6,85.5,74.0,57.4,72.9,0.0,0,0,11,35.2,19,54,0,54.2,5,55.6,30,7.4,4,91.7,5,0,1.9,1,30,35,7.0,6.0,1.0
Ben Sims,77918,TE,MIN,6,9.2,0,60.0,50.0,1,2,0,0.0,0,0.02,2,18,0,70.5,65.8,54.3,75.6,67.9,64.3,27,0,18,16.7,7,42,1,50.0,3,81.0,34,19.0,8,77.1,5,0,16.7,7,30,4,1.3,10.0,0.88
Hassan Haskins,83701,HB,LAC,8,-1.0,1,100.0,,0,0,0,0.0,0,0.14,0,27,0,72.1,79.8,58.5,44.2,57.2,0.0,0,0,9,28.3,17,60,0,55.2,4,70.0,42,3.3,2,80.2,4,0,3.3,2,13,17,4.3,3.3,0.31
Ross Dwelley,20994,TE,DET,7,1.8,0,50.0,0.0,0,2,0,0.0,0,0.21,0,11,0,68.3,64.0,44.4,76.7,46.2,62.2,28,0,4,20.0,9,45,0,47.6,2,75.6,34,22.2,10,56.3,4,0,8.9,4,7,7,3.5,3.5,0.21
Harrison Bryant,26394,TE,HST,12,11.8,0,50.0,,0,0,0,0.0,0,-0.3,1,13,0,70.5,65.8,49.0,41.7,39.3,80.8,63,0,5,37.2,29,78,0,33.3,2,59.0,46,14.1,11,56.3,4,0,1.3,1,7,0,0.0,3.5,0.15
Britain Covey,32933,WR,PHI,2,2.5,0,50.0,0.0,0,1,0,33.3,1,-0.38,2,24,0,30.0,30.0,57.5,,57.3,0.0,0,0,12,0.0,0,28,0,44.4,2,96.4,27,57.1,16,64.6,4,0,42.9,12,20,19,9.5,10.0,0.74
Josiah Deguara,47034,TE,ARZ,10,5.5,0,75.0,0.0,0,1,0,0.0,0,0.04,2,1,0,70.5,65.8,50.1,68.3,53.5,52.5,32,0,8,3.3,2,61,0,49.2,3,93.4,57,26.2,16,126.0,4,1,18.0,11,21,5,1.7,7.0,0.37
Andre Baccellia,47901,WR,ARZ,4,1.5,1,50.0,,0,0,0,33.3,1,-0.23,0,1,0,29.9,75.4,45.6,,46.2,0.0,0,0,5,0.0,0,72,0,38.0,2,98.6,71,40.3,29,56.3,4,0,59.7,43,8,7,3.5,4.0,0.11
Connor Heyward,57301,TE,PIT,13,9.8,0,75.0,100.0,1,1,0,0.0,0,-0.29,1,25,0,70.5,76.7,74.8,57.7,61.7,18.5,5,0,12,25.9,7,27,0,44.0,3,66.7,18,25.9,7,126.0,4,1,22.2,6,21,6,2.0,7.0,1.17
Cody White,61448,WR,SEA,9,10.3,2,75.0,,0,0,0,0.0,0,0.39,2,29,0,70.5,71.9,65.2,,67.5,0.0,0,1,60,0.0,0,47,0,53.3,3,95.7,45,42.6,20,116.7,4,1,57.4,27,90,57,19.0,30.0,2.0
Ty Chandler,62942,HB,MIN,2,-5.0,0,75.0,,0,0,0,0.0,0,0.22,1,18,0,70.5,78.2,61.8,66.0,67.5,0.0,0,0,11,22.7,5,22,0,45.0,3,72.7,16,0.0,0,77.1,4,0,0.0,0,11,27,9.0,3.7,0.69
Justin Watson,66915,WR,HST,3,10.3,0,75.0,100.0,1,1,0,0.0,0,0.13,1,13,0,36.2,65.8,55.7,,56.3,0.0,0,0,15,0.0,0,36,0,45.5,3,91.7,33,75.0,27,95.8,4,0,25.0,9,30,13,4.3,10.0,0.91
Jaret Patterson,77745,HB,LAC,6,-0.8,0,75.0,,0,0,0,0.0,0,-0.27,1,27,0,70.5,82.5,65.9,45.2,56.8,3.1,2,0,4,23.1,15,65,0,38.3,3,69.2,45,0.0,0,77.1,4,0,4.6,3,8,10,3.3,2.7,0.18
Ryan Miller,78734,WR,NYG,12,17.8,0,50.0,100.0,1,1,0,0.0,0,0.35,1,21,0,68.3,64.0,62.3,75.2,59.7,0.0,0,0,20,8.3,3,36,1,50.0,2,86.1,31,27.8,10,118.8,4,1,72.2,26,34,0,0.0,17.0,1.1
Scott Matlock,82482,FB,LAC,16,-0.5,0,100.0,,0,0,1,0.0,0,0.06,1,27,0,72.1,67.0,52.6,59.1,49.9,43.9,47,0,5,63.6,68,107,1,49.5,4,36.4,39,23.4,25,118.8,4,1,9.3,10,12,14,3.5,3.0,0.31
Chris Rodriguez Jr.,83689,HB,WAS,13,3.8,2,75.0,,0,0,0,0.0,0,0.12,1,32,0,70.5,88.5,73.4,47.7,54.3,0.0,0,1,18,19.7,23,117,1,49.1,3,75.2,88,7.7,9,56.3,4,0,4.3,5,30,28,9.3,10.0,0.34
Lucas Krull,83962,TE,DEN,3,5.0,0,50.0,100.0,1,1,0,0.0,0,-0.24,0,10,0,68.3,64.0,48.1,,48.5,42.4,14,0,9,0.0,0,33,0,45.2,2,93.9,31,45.5,15,59.4,4,0,12.1,4,15,3,1.5,7.5,0.48
Ronnie Bell,84288,WR,NO,1,22.0,0,50.0,,0,0,0,0.0,0,0.17,1,20,0,68.3,64.0,74.5,,71.8,0.0,0,0,16,0.0,0,22,0,40.9,2,100.0,22,22.7,5,107.3,4,1,77.3,17,23,1,0.5,11.5,1.05
Michael Bandy,91824,WR,DEN,4,5.8,0,100.0,100.0,1,1,0,0.0,0,0.29,3,10,0,72.1,76.2,80.0,,77.3,0.0,0,0,20,0.0,0,14,0,53.8,4,92.9,13,78.6,11,158.3,4,1,21.4,3,50,27,6.8,12.5,3.85
Tom Kennedy,94379,WR,DET,3,8.0,0,100.0,100.0,1,1,0,0.0,0,0.28,2,11,0,72.1,80.2,66.6,,66.8,0.0,0,0,23,0.0,0,31,0,56.7,4,96.8,30,64.5,20,104.2,4,0,35.5,11,36,4,1.0,9.0,1.2
Jonathan Mingo,97774,WR,DAL,6,14.3,0,25.0,0.0,0,1,0,50.0,1,-0.22,1,9,0,28.9,61.2,53.2,,51.5,0.0,0,0,25,0.0,0,43,0,41.5,1,95.3,41,20.9,9,53.1,4,0,79.1,34,25,4,4.0,25.0,0.61
Mason Kinsey,115664,WR,TEN,7,22.5,0,50.0,100.0,1,1,0,0.0,0,-0.19,2,31,0,68.3,67.1,60.5,,60.2,0.0,0,0,34,0.0,0,46,0,36.4,2,95.7,44,45.7,21,93.8,4,0,54.3,25,48,3,1.5,24.0,1.09
Tank Bigsby,123974,HB,PHI,12,-1.5,4,75.0,,0,0,1,25.0,1,0.07,1,24,0,36.8,86.1,81.8,13.4,46.6,0.0,0,0,31,17.5,11,63,1,50.8,3,81.0,51,4.8,3,97.9,4,0,6.3,4,32,39,13.0,10.7,0.63
Keleki Latu,146291,TE,BUF,5,2.8,2,100.0,100.0,1,1,0,0.0,0,0.31,3,4,0,72.1,67.0,73.6,70.5,65.3,52.3,23,0,14,11.4,5,44,0,50.0,4,84.1,37,31.8,14,103.1,4,0,15.9,7,35,24,6.0,8.8,0.95
Raheim Sanders,146626,HB,CLV,3,2.8,3,75.0,,0,0,0,0.0,0,-0.09,0,8,0,70.5,79.4,73.6,77.5,74.0,4.2,1,0,10,16.7,4,24,0,47.8,3,79.2,19,0.0,0,86.5,4,0,8.3,2,21,13,4.3,7.0,1.11
Dylan Laube,88664,HB,LV,3,-2.3,1,100.0,,0,0,0,0.0,0,-0.82,1,23,0,70.5,42.8,44.2,2.8,68.1,0.0,0,0,13,16.7,3,18,0,22.2,3,83.3,15,0.0,0,91.7,3,0,5.6,1,18,25,8.3,6.0,1.2
Efton Chism III,141521,WR,NE,6,12.7,0,100.0,100.0,1,1,0,0.0,0,0.65,3,19,0,70.5,79.7,74.1,71.8,72.0,2.6,1,0,35,5.1,2,39,0,63.9,3,87.2,34,20.5,8,158.3,3,1,76.9,30,75,40,13.3,25.0,2.21
Corey Kiner,86392,HB,ARZ,4,4.0,0,66.7,100.0,1,1,0,33.3,1,0.18,1,1,0,29.9,75.4,56.0,12.8,33.1,0.0,0,0,11,16.7,3,18,0,58.8,2,83.3,15,0.0,0,78.5,3,0,0.0,0,15,5,2.5,7.5,1.0
Deven Thompkins,84480,WR,ATL,3,2.3,0,100.0,,0,0,0,0.0,0,0.19,1,2,0,70.5,80.9,66.7,,66.6,0.0,0,0,19,0.0,0,9,1,44.4,3,100.0,9,11.1,1,104.2,3,0,88.9,8,27,20,6.7,9.0,3.0
Braelon Allen,145159,HB,NYJ,4,2.7,1,66.7,,0,0,0,33.3,1,0.49,1,22,0,29.9,27.6,50.1,83.9,41.9,0.0,0,0,12,21.4,6,28,0,57.7,2,71.4,20,3.6,1,81.3,3,0,0.0,0,17,9,4.5,8.5,0.85
James Mitchell,77885,TE,CAR,4,2.0,0,100.0,,0,0,0,0.0,0,0.5,2,5,0,70.5,65.8,80.5,73.3,75.7,68.8,11,0,11,18.8,3,16,0,78.6,3,75.0,12,31.3,5,105.6,3,0,0.0,0,28,22,7.3,9.3,2.33
Antonio Gibson,78050,HB,NE,5,-1.7,0,66.7,0.0,0,1,0,0.0,0,0.38,0,19,0,68.3,23.9,55.1,78.2,51.9,0.0,0,0,5,17.4,4,23,0,54.5,2,78.3,18,0.0,0,70.1,3,0,8.7,2,6,16,8.0,3.0,0.33
Tai Felton,144886,WR,MIN,5,3.7,0,100.0,,0,0,0,0.0,0,-0.05,2,18,0,36.2,74.4,60.0,,59.3,0.0,0,0,10,0.0,0,23,0,42.9,3,91.3,21,4.3,1,101.4,3,0,95.7,22,25,14,4.7,8.3,1.19
Samori Toure,25276,WR,NO,1,12.3,0,33.3,,0,0,0,0.0,0,-1.0,0,20,0,64.7,61.2,67.9,,66.5,0.0,0,1,3,0.0,0,8,0,25.0,1,100.0,8,25.0,2,2.8,3,0,75.0,6,3,0,0.0,3.0,0.38
Jalen Royals,163442,WR,KC,5,7.0,0,66.7,100.0,1,1,0,0.0,0,-0.6,0,16,0,68.3,66.8,49.9,,52.5,0.0,0,0,2,0.0,0,38,0,25.0,2,94.7,36,31.6,12,70.1,3,0,68.4,26,4,4,2.0,2.0,0.11
Payne Durham,84037,TE,TB,17,5.7,0,33.3,,0,0,0,50.0,1,0.05,1,30,0,28.9,61.2,59.4,51.4,41.1,65.8,79,0,11,34.2,41,120,3,43.1,1,60.0,72,25.8,31,45.1,3,0,5.0,6,11,10,10.0,11.0,0.15
Derius Davis,78196,WR,LAC,9,10.7,1,66.7,,0,0,0,0.0,0,-0.44,0,27,0,70.5,51.8,52.7,,54.5,0.0,0,0,7,0.0,0,56,0,27.8,2,96.4,54,28.6,16,71.5,3,0,71.4,40,10,8,4.0,5.0,0.19
Alex Bachman,47996,WR,LV,8,4.7,0,66.7,50.0,1,2,0,0.0,0,-0.11,2,23,0,68.3,84.8,64.6,,66.5,0.0,0,0,9,0.0,0,18,1,47.1,2,94.4,17,50.0,9,74.3,3,0,50.0,9,12,2,1.0,6.0,0.71
Tucker Fisk,52286,TE,LAC,10,0.7,0,66.7,0.0,0,1,0,33.3,1,-0.07,1,27,0,29.9,64.0,47.1,55.5,40.5,84.1,69,0,12,31.7,26,82,1,44.2,2,62.2,51,6.1,5,84.0,3,0,6.1,5,19,21,10.5,9.5,0.37
Tyler Goodson,101659,HB,IND,8,-1.0,0,66.7,,0,0,0,0.0,0,0.11,0,14,0,68.3,74.8,52.0,75.0,53.3,0.0,0,0,8,4.2,1,24,0,56.5,2,91.7,22,12.5,3,70.1,3,0,8.3,2,8,11,5.5,4.0,0.36
Trevor Etienne,157730,HB,CAR,9,0.7,2,100.0,,0,0,0,0.0,0,0.43,1,5,0,70.5,64.1,69.7,69.2,54.4,0.0,0,0,7,4.5,1,22,0,45.0,3,86.4,19,40.9,9,84.7,3,0,9.1,2,13,11,3.7,4.3,0.68
Najee Harris,57121,HB,LAC,3,3.3,2,100.0,,0,0,0,0.0,0,0.29,1,27,0,70.5,76.4,81.4,26.2,70.3,0.0,0,0,11,20.8,5,24,0,52.2,3,75.0,18,0.0,0,101.4,3,0,4.2,1,25,15,5.0,8.3,1.39
Benjamin Yurosek,131786,TE,MIN,9,4.0,0,66.7,,0,0,0,0.0,0,0.1,1,18,0,68.3,64.0,60.5,79.6,56.0,79.5,31,0,9,35.9,14,39,1,58.3,2,59.0,23,12.8,5,77.1,3,0,5.1,2,14,8,4.0,7.0,0.61
AJ Dillon,57165,HB,PHI,7,4.0,0,100.0,,0,0,0,0.0,0,0.24,0,24,1,70.5,23.8,54.7,71.3,45.8,0.0,0,0,11,25.9,7,27,0,52.0,3,66.7,18,7.4,2,95.8,3,0,0.0,0,21,9,3.0,7.0,1.17
Dareke Young,111900,WR,SEA,6,18.7,0,66.7,50.0,1,2,0,0.0,0,0.3,2,29,0,68.3,76.0,72.3,,71.0,0.0,0,0,36,0.0,0,17,0,64.7,2,100.0,17,5.9,1,109.7,3,0,94.1,16,48,1,0.5,24.0,2.82
Jordan Watkins,122730,WR,SF,4,14.3,0,66.7,100.0,1,1,0,33.3,1,0.08,1,28,0,29.9,64.0,61.3,,60.8,0.0,0,0,19,0.0,0,15,0,33.3,2,100.0,15,33.3,5,93.8,3,0,66.7,10,26,1,0.5,13.0,1.73
Zaire Mitchell-Paden,145197,TE,NO,8,6.7,0,66.7,50.0,1,2,0,0.0,0,0.17,1,20,0,68.3,64.0,43.4,56.0,73.4,37.0,10,0,14,55.6,15,27,1,61.5,2,40.7,11,7.4,2,81.3,3,0,0.0,0,17,5,2.5,8.5,1.55
Khalil Herbert,41668,HB,NYJ,3,-4.3,0,33.3,,0,0,0,50.0,1,-0.1,0,22,0,28.8,76.5,61.8,77.0,31.9,0.0,0,0,4,38.7,12,31,0,40.0,1,58.1,18,0.0,0,42.4,3,0,3.2,1,4,9,9.0,4.0,0.22
Jelani Woods,60509,TE,NYJ,3,5.0,0,50.0,0.0,0,1,0,0.0,0,-0.03,0,22,0,64.7,61.2,47.3,73.0,49.7,62.5,15,0,4,16.7,4,24,0,52.2,1,79.2,19,20.8,5,56.3,2,0,12.5,3,4,2,2.0,4.0,0.21
Tahj Brooks,123133,HB,CIN,7,-2.0,0,50.0,,0,0,0,0.0,0,-0.51,0,7,0,64.7,79.9,48.7,2.9,59.6,0.0,0,1,9,13.0,3,23,0,39.1,1,87.0,20,4.3,1,22.9,2,0,4.3,1,9,11,11.0,9.0,0.45
Drake Dabney,122264,TE,GB,2,5.5,0,50.0,100.0,1,1,0,0.0,0,-0.53,0,12,0,64.7,61.2,52.2,23.8,53.6,66.7,12,0,3,44.4,8,18,0,35.3,1,55.6,10,22.2,4,56.3,2,0,11.1,2,3,0,0.0,3.0,0.3
Julius Chestnut,109239,HB,TEN,7,9.0,0,0.0,,0,0,0,,0,-0.25,0,31,0,,75.7,60.8,26.3,52.2,0.0,0,0,0,13.6,3,22,0,45.5,0,86.4,19,0.0,0,39.6,2,0,9.1,2,0,0,,,0.0
Xavier Gipson,104136,WR,NYG,3,-4.0,0,100.0,,0,0,0,0.0,0,0.32,0,21,0,68.3,23.1,59.2,,59.0,0.0,0,0,3,0.0,0,4,0,25.0,2,100.0,4,100.0,4,79.2,2,0,0.0,0,6,14,7.0,3.0,1.5
Jakobie Keeney-James,102578,WR,GB,1,7.5,0,100.0,100.0,1,1,0,0.0,0,-0.64,0,12,0,68.3,70.4,55.2,,55.2,5.9,1,0,8,0.0,0,17,0,37.5,2,94.1,16,35.3,6,97.9,2,0,58.8,10,15,0,0.0,7.5,0.94
Jared Wayne,99691,WR,HST,1,9.0,0,100.0,,0,0,0,0.0,0,0.12,1,13,0,68.3,64.0,63.5,,63.2,0.0,0,0,17,0.0,0,15,0,40.0,2,100.0,15,20.0,3,108.3,2,0,80.0,12,20,2,1.0,10.0,1.33
Cam Grandy,134552,TE,CIN,4,-3.0,0,100.0,,0,0,0,0.0,0,0.56,0,7,1,68.3,13.3,38.8,77.0,28.2,42.9,3,0,6,28.6,2,7,0,60.0,2,71.4,5,14.3,1,81.3,2,0,14.3,1,7,13,6.5,3.5,1.4
Spencer Rattler,97408,QB,NO,9,2.0,0,50.0,,0,0,0,0.0,0,-0.13,0,20,4,,44.8,70.0,,57.1,0.0,0,1,0,0.0,0,316,3,47.3,1,0.6,2,0.0,0,16.7,2,0,0.3,1,0,0,0.0,0.0,0.0
Anthony Gould,97078,WR,IND,4,-1.0,0,100.0,,0,0,0,0.0,0,0.11,0,14,0,68.3,86.4,52.0,,51.4,0.0,0,0,3,0.0,0,31,0,50.0,2,96.8,30,87.1,27,79.2,2,0,9.7,3,6,8,4.0,3.0,0.2
Jack Westover,84079,FB,NE,17,1.5,0,50.0,,0,0,0,50.0,1,0.04,0,19,0,28.9,61.2,44.3,71.6,40.4,19.4,13,0,0,17.9,12,67,1,46.9,1,77.6,52,1.5,1,56.3,2,0,28.4,19,0,0,0.0,0.0,0.0
Phil Mafah,144123,HB,DAL,1,-5.5,1,100.0,,0,0,0,0.0,0,0.36,1,9,0,68.3,70.9,71.7,,79.9,0.0,0,0,10,0.0,0,3,0,66.7,2,100.0,3,0.0,0,89.6,2,0,0.0,0,11,22,11.0,5.5,3.67
DJ Giddens,144595,HB,IND,6,-3.0,0,0.0,,0,0,0,100.0,1,-0.61,0,14,0,28.0,78.9,52.2,15.4,30.4,0.0,0,0,0,17.2,5,29,0,29.6,0,75.9,22,0.0,0,39.6,2,0,0.0,0,0,0,,,0.0
Caleb Williams,144622,QB,CHI,17,-1.0,0,100.0,,0,0,0,0.0,0,0.06,2,6,2,68.3,67.7,75.4,,89.3,0.0,0,0,20,0.0,0,683,10,45.6,2,0.6,4,0.1,1,152.1,2,1,0.1,1,22,25,12.5,11.0,5.5
Colson Yankoff,83589,TE,WAS,13,7.0,0,100.0,,0,0,1,0.0,0,0.05,2,32,0,68.3,64.0,41.6,19.7,49.3,41.2,21,0,14,5.9,3,51,2,44.4,2,84.3,43,41.2,21,104.2,2,0,9.8,5,18,4,2.0,9.0,0.42
Jake Bobo,77997,WR,SEA,11,8.0,0,100.0,,0,0,0,0.0,0,-0.58,1,29,0,68.3,64.0,53.9,31.3,56.1,0.0,0,0,17,5.1,2,39,1,35.1,2,92.3,36,41.0,16,108.3,2,0,59.0,23,20,4,2.0,10.0,0.56
George Holani,72154,HB,SEA,2,-1.0,0,100.0,,0,0,0,0.0,0,0.16,1,29,0,68.3,37.7,59.9,70.6,71.3,0.0,0,0,11,22.2,2,9,0,44.4,2,77.8,7,11.1,1,97.9,2,0,0.0,0,15,17,8.5,7.5,2.14
Moliki Matavao,146561,TE,NO,4,2.5,0,100.0,,0,0,0,0.0,0,-0.21,0,20,0,68.3,64.0,45.3,74.7,50.1,68.8,22,0,6,25.0,8,32,1,44.8,2,68.8,22,25.0,8,87.5,2,0,6.3,2,10,5,2.5,5.0,0.45
Tay Martin,61811,WR,WAS,3,9.0,0,100.0,,0,0,0,0.0,0,0.5,1,32,0,68.3,64.0,69.9,,69.2,0.0,0,0,14,0.0,0,17,0,62.5,2,94.1,16,5.9,1,114.6,2,0,94.1,16,23,5,2.5,11.5,1.44
Clyde Edwards-Helaire,57279,HB,KC,1,-2.5,1,100.0,,0,0,0,0.0,0,1.03,0,16,0,68.3,72.3,58.7,,62.0,0.0,0,0,7,0.0,0,10,0,71.4,2,70.0,7,0.0,0,85.4,2,0,0.0,0,9,14,7.0,4.5,1.29
Kaleb Johnson,156419,HB,PIT,9,-4.0,0,50.0,,0,0,0,50.0,1,0.15,0,25,0,28.8,34.4,40.2,8.4,38.9,0.0,0,0,9,11.1,2,18,1,50.0,1,88.9,16,11.1,2,62.5,2,0,0.0,0,9,14,14.0,9.0,0.56
Reggie Gilliam,40951,FB,BUF,17,11.0,0,100.0,,0,0,0,0.0,0,0.33,1,4,0,68.3,67.8,70.8,88.7,52.6,19.7,12,0,22,39.3,24,61,0,51.8,2,54.1,33,18.0,11,116.7,2,0,14.8,9,24,2,1.0,12.0,0.73
Pharaoh Brown,12247,TE,ARZ,7,0.0,0,100.0,,0,0,0,0.0,0,0.07,0,1,0,68.3,64.0,57.9,52.2,48.2,82.1,23,0,1,28.6,8,28,3,44.4,2,71.4,20,7.1,2,79.2,2,0,3.6,1,1,1,0.5,0.5,0.05
C.J. Ham,11347,FB,MIN,11,2.0,0,100.0,,0,0,0,0.0,0,-0.08,1,18,0,68.3,69.0,61.4,72.5,51.9,10.4,10,0,6,39.6,38,96,0,47.7,2,55.2,53,7.3,7,89.6,2,0,1.0,1,11,7,3.5,5.5,0.21
Chris Manhertz,10211,TE,NYG,16,6.5,0,50.0,,0,0,0,0.0,0,0.05,0,21,0,64.7,61.2,72.7,69.7,47.0,98.3,58,0,7,72.9,43,59,1,52.7,1,25.4,15,1.7,1,58.3,2,0,0.0,0,7,6,6.0,7.0,0.47
Nikko Remigio,84150,WR,KC,6,18.0,0,100.0,,0,0,0,0.0,0,0.47,1,16,0,64.7,89.6,72.0,,66.7,0.0,0,0,21,0.0,0,9,0,62.5,1,88.9,8,44.4,4,118.8,1,0,55.6,5,21,3,3.0,21.0,2.63
Bryce Oliver,84248,WR,TEN,3,6.0,0,100.0,,0,0,0,0.0,0,-0.71,0,31,0,64.7,61.2,52.8,,52.9,0.0,0,0,8,0.0,0,22,0,13.6,1,100.0,22,22.7,5,100.0,1,0,77.3,17,8,2,2.0,8.0,0.36
Evan Hull,97302,HB,NO,6,-3.0,0,100.0,,0,0,0,0.0,0,-0.08,0,20,0,64.7,79.8,51.5,27.5,49.9,0.0,0,0,6,18.4,9,49,0,52.3,1,73.5,36,0.0,0,91.7,1,0,12.2,6,6,9,9.0,6.0,0.17
David Moore,11981,WR,CAR,3,5.0,0,100.0,,0,0,0,0.0,0,0.17,0,5,0,64.7,69.6,51.8,65.4,49.5,0.0,0,0,5,2.4,1,42,0,53.8,1,90.5,38,28.6,12,87.5,1,0,71.4,30,5,0,0.0,5.0,0.13
Alex Cappa,66578,C,LV,12,6.0,0,0.0,0.0,0,1,0,,0,-0.27,0,23,0,,,53.5,57.6,58.1,0.3,1,0,0,99.7,349,350,3,37.2,0,0.3,1,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Jake Matthews,8641,T,ATL,17,6.0,0,0.0,,0,0,0,100.0,1,-0.02,0,2,0,28.0,,69.7,82.4,42.0,0.0,0,0,0,99.8,609,610,7,45.5,0,0.2,1,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Tristan Wirfs,64818,T,TB,12,1.0,0,100.0,,0,0,1,0.0,0,-0.08,1,30,0,64.7,61.2,92.7,84.9,90.4,0.0,0,0,2,99.8,474,475,5,43.1,1,0.2,1,0.0,0,118.8,1,1,0.0,0,2,1,1.0,2.0,2.0
Garett Bolles,11775,T,DEN,17,8.0,0,0.0,,0,0,1,,0,0.08,0,10,0,,,89.3,90.8,60.0,0.1,1,0,0,99.9,713,714,7,46.0,0,0.1,1,0.1,1,39.6,1,0,0.0,0,0,0,,,0.0
Quinn Ewers,127253,QB,MIA,4,-6.0,0,100.0,100.0,1,1,0,0.0,0,-0.04,0,17,2,,29.5,39.7,,,0.0,0,0,-6,0.0,0,101,2,41.8,1,0.0,0,0.0,0,79.2,1,0,0.0,0,-6,0,0.0,-6.0,
Tim Jones,61669,WR,JAX,4,4.0,2,100.0,,0,0,0,0.0,0,-0.6,1,15,0,64.7,61.2,64.7,62.4,64.6,0.0,0,0,15,9.1,1,11,0,45.5,1,90.9,10,27.3,3,118.8,1,0,72.7,8,15,11,11.0,15.0,1.5
Carter Runyon,177002,TE,LV,7,-3.0,0,100.0,,0,0,0,0.0,0,-1.4,0,23,0,64.7,61.2,50.7,72.5,54.6,66.7,12,0,3,55.6,10,18,0,11.8,1,38.9,7,5.6,1,79.2,1,0,11.1,2,3,6,6.0,3.0,0.43
Brady Russell,60876,FB,SEA,4,0.0,0,0.0,,0,0,0,100.0,1,0.24,0,29,0,27.9,,40.9,58.1,27.6,18.2,2,0,0,63.6,7,11,0,45.5,0,36.4,4,0.0,0,39.6,1,0,9.1,1,0,0,,,0.0
Ke'Shawn Williams,123406,WR,CIN,6,4.0,0,100.0,,0,0,0,0.0,0,0.04,0,7,0,64.7,54.4,54.4,,53.9,0.0,0,0,5,0.0,0,13,0,38.5,1,100.0,13,30.8,4,87.5,1,0,69.2,9,5,1,1.0,5.0,0.38
Trevor Penning,59963,G,LAC,11,5.0,0,0.0,,0,0,1,,0,-0.28,0,27,0,,,53.5,52.5,59.4,2.0,7,0,0,99.7,345,346,8,40.1,0,0.3,1,0.3,1,39.6,1,0,0.3,1,0,0,,,0.0
Patrick Mahomes,11765,QB,KC,14,-8.0,0,100.0,,0,0,0,0.0,0,0.12,0,16,3,,70.2,76.0,,,0.0,0,0,-10,0.0,0,636,5,50.0,1,0.0,0,0.0,0,79.2,1,0,0.0,0,-10,-2,-2.0,-10.0,
Elijah Mitchell,57272,HB,KC,1,24.0,0,0.0,,0,0,0,,0,-0.43,0,16,0,,,58.6,70.4,55.2,0.0,0,1,0,14.3,1,7,0,20.0,0,57.1,4,14.3,1,0.0,1,0,0.0,0,0,0,,,0.0
Cam Akers,57206,HB,SEA,3,-6.0,0,0.0,,0,0,0,100.0,1,0.08,0,29,0,27.9,72.5,58.9,,28.1,25.0,1,0,0,0.0,0,4,0,25.0,0,75.0,3,0.0,0,39.6,1,0,25.0,1,0,0,,,0.0
Bo Nix,97790,QB,DEN,17,2.0,0,0.0,0.0,0,1,1,,0,0.07,0,10,2,,76.9,75.0,,56.6,0.0,0,0,0,0.0,0,720,8,45.8,0,0.3,2,0.0,0,39.6,1,0,0.1,1,0,0,,,0.0
