player,player_key,pos,point_salary,selection_rate,predicted_salary_residual,surcharge_full,surcharge_half,year
Quinshon Judkins,quinshonjudkins,RB,15.911414,0.008,-0.7389274154646601,0.0,0.0,2025
Rachaad White,rachaadwhite,RB,2.8056207,0.021,-0.250966616431731,0.0,0.0,2025
Rashee Rice,rasheerice,WR,23.992697,0.321,2.2690522600950507,2.2690522600950507,1.1345261300475253,2025
Rashid Shaheed,rashidshaheed,WR,3.1741579,0.023,-1.224459527825951,0.0,0.0,2025
Rashod Bateman,rashodbateman,WR,1.0,0.0,-1.312525814920736,0.0,0.0,2025
Ray Davis,raydavis,RB,2.4878318,0.001,-0.4436533928759919,0.0,0.0,2025
Rhamondre Stevenson,rhamondrestevenson,RB,9.797616,0.04,-0.1630878102698597,0.0,0.0,2025
Ricky Pearsall,rickypearsall,WR,10.194967,0.411,2.008341753741922,2.008341753741922,1.004170876870961,2025
Rico Dowdle,ricodowdle,RB,1.0973384,0.0,-0.41734020737780964,0.0,0.0,2025
Rj Harvey,rjharvey,RB,33.22037,0.304,4.704208078394572,4.704208078394572,2.352104039197286,2025
Romeo Doubs,romeodoubs,WR,1.0,0.002,-1.301395677365356,0.0,0.0,2025
Rome Odunze,romeodunze,WR,16.499678,0.111,-0.5668928661168116,0.0,0.0,2025
Roschon Johnson,roschonjohnson,RB,1.0,0.0,-0.4148398236473372,0.0,0.0,2025
Sam Laporta,samlaporta,TE,16.599327,0.334,2.4001923074103626,2.4001923074103626,1.2000961537051813,2025
Saquon Barkley,saquonbarkley,RB,106.738976,0.003,-5.8910107668324,0.0,0.0,2025
Tank Bigsby,tankbigsby,RB,9.16863,0.007,-0.5561954557577592,0.0,0.0,2025
Tee Higgins,teehiggins,WR,51.29803,0.017,-2.872513105982546,0.0,0.0,2025
Terry Mclaurin,terrymclaurin,WR,36.75466,0.027,-2.081411667140436,0.0,0.0,2025
Tet Mcmillan,tetmcmillan,WR,23.360777,0.387,3.095029327312624,3.095029327312624,1.547514663656312,2025
Tj Hockenson,tjhockenson,TE,12.250037,0.028,-0.792490938377405,0.0,0.0,2025
Tony Pollard,tonypollard,RB,27.068623,0.074,0.0972678794987249,0.0972678794987249,0.04863393974936245,2025
Travis Etienne,travisetienne,RB,10.548759,0.021,-0.41690184748722076,0.0,0.0,2025
Travis Hunter,travishunter,WR,19.344563,0.644,5.750731509686792,5.750731509686792,2.875365754843396,2025
Travis Kelce,traviskelce,TE,11.993424,0.277,1.5007432854960863,1.5007432854960863,0.7503716427480431,2025
Tre Harris,treharris,WR,1.0,0.0,-1.312525814920736,0.0,0.0,2025
Treveyon Henderson,treveyonhenderson,RB,44.602573,0.046,-0.9074173201816572,0.0,0.0,2025
Trevor Lawrence,trevorlawrence,QB,1.0,0.015,-0.5346063009868528,0.0,0.0,2025
Trey Benson,treybenson,RB,3.3500433,0.012,-0.3537439159893455,0.0,0.0,2025
Trey Mcbride,treymcbride,TE,48.50195,0.0,-2.534812369494888,0.0,0.0,2025
Tucker Kraft,tuckerkraft,TE,1.7022649,0.071,-0.34622879697703285,0.0,0.0,2025
Tyjae Spears,tyjaespears,RB,3.82963,0.057,0.10328004657845719,0.10328004657845719,0.05164002328922859,2025
Tyler Allgeier,tylerallgeier,RB,1.0,0.004,-0.37710714313016164,0.0,0.0,2025
Tyler Lockett,tylerlockett,WR,1.0,0.0,-1.312525814920736,0.0,0.0,2025
Tyler Warren,tylerwarren,TE,7.371869,0.447,2.4959900554635928,2.4959900554635928,1.2479950277317964,2025
Tyreek Hill,tyreekhill,WR,50.548893,0.051,-2.0733006764547843,0.0,0.0,2025
Tyrone Tracy,tyronetracy,RB,21.197847,0.156,1.5094252735277873,1.5094252735277873,0.7547126367638937,2025
Wan'Dale Robinson,wandalerobinson,WR,1.0,0.002,-1.301395677365356,0.0,0.0,2025
Woody Marks,woodymarks,RB,1.0,0.004,-0.37710714313016164,0.0,0.0,2025
Xavier Legette,xavierlegette,WR,1.0,0.0,-1.312525814920736,0.0,0.0,2025
Xavier Worthy,xavierworthy,WR,28.60312,0.301,2.2960489520406755,2.2960489520406755,1.1480244760203377,2025
Zach Charbonnet,zachcharbonnet,RB,6.8701224,0.128,0.8898110838599513,0.8898110838599513,0.44490554192997567,2025
Zach Ertz,zachertz,TE,1.0,0.0,-0.7306674166124856,0.0,0.0,2025
Zay Flowers,zayflowers,WR,22.034222,0.189,0.4433638991369113,0.4433638991369113,0.22168194956845566,2025
