year,policy,player,bench_rosters_candidate,predicted_best_rosters_candidate,realized_hit_rosters_candidate,bench_rosters_control,predicted_best_rosters_control,realized_hit_rosters_control,bench_rosters_effect,predicted_best_rosters_effect,realized_hit_rosters_effect
2025,best1_lex0,Trey Benson,82.0,3.0,0.0,4.0,1.0,0.0,78,2,0
2025,best1_lex0,Jacory Croskey Merritt,152.0,40.0,0.0,99.0,82.0,0.0,53,-42,0
2025,best1_lex0,Tyrone Tracy,76.0,58.0,0.0,42.0,39.0,0.0,34,19,0
2025,best1_lex0,Jaylen Wright,16.0,1.0,0.0,,,,16,1,0
2025,best1_lex0,Emeka Egbuka,22.0,22.0,0.0,12.0,12.0,0.0,10,10,0
2025,best1_lex0,Rachaad White,8.0,0.0,0.0,,,,8,0,0
2025,best1_lex0,Braelon Allen,6.0,1.0,0.0,2.0,0.0,0.0,4,1,0
2025,best1_lex0,Rj Harvey,4.0,4.0,0.0,,,,4,4,0
2025,best1_lex0,Tank Bigsby,14.0,0.0,0.0,11.0,1.0,0.0,3,-1,0
2025,best1_lex0,Tyjae Spears,13.0,0.0,0.0,10.0,4.0,0.0,3,-4,0
2025,best1_lex0,Matthew Golden,83.0,5.0,0.0,81.0,35.0,0.0,2,-30,0
2025,best1_lex0,Tet Mcmillan,2.0,2.0,0.0,,,,2,2,0
2025,best1_lex0,Treveyon Henderson,2.0,0.0,0.0,,,,2,0,0
2025,best1_lex0,Brian Robinson,3.0,0.0,0.0,2.0,0.0,0.0,1,0,0
2025,best1_lex0,Devonta Smith,1.0,0.0,0.0,,,,1,0,0
2025,best1_lex0,Kaleb Johnson,21.0,3.0,0.0,20.0,13.0,0.0,1,-10,0
2025,best1_lex0,Nick Chubb,3.0,0.0,0.0,2.0,0.0,0.0,1,0,0
2025,best1_lex0,Cam Skattebo,39.0,1.0,0.0,39.0,19.0,0.0,0,-18,0
2025,best1_lex0,Jonnu Smith,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2025,best1_lex0,Marquise Brown,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2025,best1_lex0,Tony Pollard,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0
2025,best1_lex0,Woody Marks,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2025,best1_lex0,Zay Flowers,6.0,0.0,0.0,6.0,1.0,0.0,0,-1,0
2025,best1_lex0,Calvin Ridley,1.0,0.0,0.0,2.0,0.0,0.0,-1,0,0
2025,best1_lex0,Javonte Williams,9.0,0.0,0.0,10.0,0.0,0.0,-1,0,0
2025,best1_lex0,Rico Dowdle,1.0,0.0,0.0,2.0,0.0,0.0,-1,0,0
2025,best1_lex0,Bhayshul Tuten,10.0,0.0,0.0,12.0,1.0,0.0,-2,-1,0
2025,best1_lex0,Dalton Kincaid,3.0,0.0,0.0,5.0,0.0,0.0,-2,0,0
2025,best1_lex0,David Njoku,2.0,0.0,0.0,4.0,0.0,0.0,-2,0,0
2025,best1_lex0,Isiah Pacheco,2.0,0.0,0.0,4.0,0.0,0.0,-2,0,0
2025,best1_lex0,Jayden Higgins,1.0,0.0,0.0,3.0,0.0,0.0,-2,0,0
2025,best1_lex0,Jaydon Blue,36.0,0.0,0.0,38.0,8.0,0.0,-2,-8,0
2025,best1_lex0,Jordan Mason,4.0,0.0,0.0,6.0,0.0,0.0,-2,0,0
2025,best1_lex0,Rashee Rice,4.0,0.0,0.0,6.0,0.0,0.0,-2,0,0
2025,best1_lex0,Tj Hockenson,2.0,0.0,0.0,4.0,0.0,0.0,-2,0,0
2025,best1_lex0,Kyle Pitts,1.0,0.0,0.0,4.0,0.0,0.0,-3,0,0
2025,best1_lex0,Zach Charbonnet,20.0,0.0,0.0,23.0,6.0,0.0,-3,-6,0
2025,best1_lex0,Chris Godwin,2.0,0.0,0.0,6.0,0.0,0.0,-4,0,0
2025,best1_lex0,Jerome Ford,3.0,0.0,0.0,7.0,0.0,0.0,-4,0,0
2025,best1_lex0,Marvin Mims,2.0,0.0,0.0,6.0,0.0,0.0,-4,0,0
2025,best1_lex0,Travis Kelce,1.0,0.0,0.0,5.0,0.0,0.0,-4,0,0
2025,best1_lex0,Dallas Goedert,3.0,0.0,0.0,8.0,0.0,0.0,-5,0,0
2025,best1_lex0,Dylan Sampson,17.0,0.0,0.0,22.0,7.0,0.0,-5,-7,0
2025,best1_lex0,Quinshon Judkins,11.0,0.0,0.0,16.0,0.0,0.0,-5,0,0
2025,best1_lex0,Rashid Shaheed,6.0,0.0,0.0,11.0,0.0,0.0,-5,0,0
2025,best1_lex0,Jaylen Waddle,10.0,0.0,0.0,16.0,1.0,0.0,-6,-1,0
2025,best1_lex0,Deebo Samuel,2.0,0.0,0.0,9.0,0.0,0.0,-7,0,0
2025,best1_lex0,Josh Downs,6.0,0.0,0.0,13.0,1.0,0.0,-7,-1,0
2025,best1_lex0,Khalil Shakir,4.0,0.0,0.0,11.0,0.0,0.0,-7,0,0
2025,best1_lex0,Michael Pittman,2.0,0.0,0.0,9.0,0.0,0.0,-7,0,0
2025,best1_lex0,Travis Etienne,4.0,0.0,0.0,11.0,0.0,0.0,-7,0,0
2025,best1_lex0,Rhamondre Stevenson,10.0,0.0,0.0,18.0,0.0,0.0,-8,0,0
2025,best1_lex0,Rome Odunze,32.0,0.0,0.0,40.0,4.0,0.0,-8,-4,0
2025,best1_lex0,Austin Ekeler,15.0,0.0,0.0,24.0,2.0,0.0,-9,-2,0
2025,best1_lex0,George Pickens,7.0,0.0,0.0,16.0,0.0,0.0,-9,0,0
2025,best1_lex0,Jaylen Warren,5.0,0.0,0.0,14.0,0.0,0.0,-9,0,0
2025,best1_lex0,Keon Coleman,7.0,0.0,0.0,16.0,0.0,0.0,-9,0,0
2025,best1_lex0,Jakobi Meyers,8.0,0.0,0.0,18.0,0.0,0.0,-10,0,0
2025,best1_lex0,Colston Loveland,4.0,0.0,0.0,15.0,0.0,0.0,-11,0,0
2025,best1_lex0,Jauan Jennings,5.0,0.0,0.0,16.0,0.0,0.0,-11,0,0
2025,best1_lex0,Joe Mixon,20.0,0.0,0.0,32.0,1.0,0.0,-12,-1,0
2025,best1_lex0,Tyler Warren,88.0,0.0,0.0,103.0,7.0,0.0,-15,-7,0
2025,best1_lex0,Chris Olave,8.0,0.0,0.0,24.0,0.0,0.0,-16,0,0
2025,best1_lex0,Mark Andrews,39.0,0.0,0.0,55.0,0.0,0.0,-16,0,0
2025,best1_lex0,Cooper Kupp,7.0,0.0,0.0,25.0,0.0,0.0,-18,0,0
2025,best1_lex0,Tucker Kraft,9.0,0.0,0.0,28.0,0.0,0.0,-19,0,0
2025,best1_lex0,Jordan Addison,26.0,0.0,0.0,47.0,0.0,0.0,-21,0,0
2025,best1_lex0,Jayden Reed,13.0,0.0,0.0,37.0,0.0,0.0,-24,0,0
2025,best1_lex0,Ricky Pearsall,29.0,0.0,0.0,56.0,3.0,0.0,-27,-3,0
2025,best1_lex2,Ray Davis,200.0,114.0,0.0,2.0,2.0,0.0,198,112,0
2025,best1_lex2,Trey Benson,84.0,2.0,0.0,4.0,1.0,0.0,80,1,0
2025,best1_lex2,Jacory Croskey Merritt,154.0,38.0,0.0,99.0,82.0,0.0,55,-44,0
2025,best1_lex2,Tyrone Tracy,77.0,57.0,0.0,42.0,39.0,0.0,35,18,0
2025,best1_lex2,Jaylen Wright,17.0,0.0,0.0,,,,17,0,0
2025,best1_lex2,Emeka Egbuka,23.0,23.0,0.0,12.0,12.0,0.0,11,11,0
2025,best1_lex2,Rachaad White,9.0,0.0,0.0,,,,9,0,0
2025,best1_lex2,Braelon Allen,7.0,1.0,0.0,2.0,0.0,0.0,5,1,0
2025,best1_lex2,Rj Harvey,4.0,4.0,0.0,,,,4,4,0
2025,best1_lex2,Matthew Golden,83.0,4.0,0.0,81.0,35.0,0.0,2,-31,0
2025,best1_lex2,Tet Mcmillan,2.0,2.0,0.0,,,,2,2,0
2025,best1_lex2,Tyjae Spears,12.0,0.0,0.0,10.0,4.0,0.0,2,-4,0
2025,best1_lex2,Brenton Strange,1.0,0.0,0.0,,,,1,0,0
2025,best1_lex2,Devonta Smith,1.0,0.0,0.0,,,,1,0,0
2025,best1_lex2,Tank Bigsby,12.0,0.0,0.0,11.0,1.0,0.0,1,-1,0
2025,best1_lex2,Treveyon Henderson,1.0,0.0,0.0,,,,1,0,0
2025,best1_lex2,Aaron Jones,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2025,best1_lex2,Brian Robinson,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0
2025,best1_lex2,Kaleb Johnson,20.0,4.0,0.0,20.0,13.0,0.0,0,-9,0
2025,best1_lex2,Woody Marks,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2025,best1_lex2,Zay Flowers,6.0,0.0,0.0,6.0,1.0,0.0,0,-1,0
2025,best1_lex2,Calvin Ridley,1.0,0.0,0.0,2.0,0.0,0.0,-1,0,0
2025,best1_lex2,Javonte Williams,9.0,0.0,0.0,10.0,0.0,0.0,-1,0,0
2025,best1_lex2,Jk Dobbins,1.0,0.0,0.0,2.0,0.0,0.0,-1,0,0
2025,best1_lex2,Nick Chubb,1.0,0.0,0.0,2.0,0.0,0.0,-1,0,0
2025,best1_lex2,Rico Dowdle,1.0,0.0,0.0,2.0,0.0,0.0,-1,0,0
2025,best1_lex2,Tony Pollard,1.0,0.0,0.0,2.0,0.0,0.0,-1,0,0
2025,best1_lex2,Zach Charbonnet,22.0,0.0,0.0,23.0,6.0,0.0,-1,-6,0
2025,best1_lex2,Bhayshul Tuten,10.0,0.0,0.0,12.0,1.0,0.0,-2,-1,0
2025,best1_lex2,Cam Skattebo,37.0,1.0,0.0,39.0,19.0,0.0,-2,-18,0
2025,best1_lex2,Dalton Kincaid,3.0,0.0,0.0,5.0,0.0,0.0,-2,0,0
2025,best1_lex2,David Njoku,2.0,0.0,0.0,4.0,0.0,0.0,-2,0,0
2025,best1_lex2,Jayden Higgins,1.0,0.0,0.0,3.0,0.0,0.0,-2,0,0
2025,best1_lex2,Jordan Mason,4.0,0.0,0.0,6.0,0.0,0.0,-2,0,0
2025,best1_lex2,Rashee Rice,4.0,0.0,0.0,6.0,0.0,0.0,-2,0,0
2025,best1_lex2,Tj Hockenson,2.0,0.0,0.0,4.0,0.0,0.0,-2,0,0
2025,best1_lex2,Isiah Pacheco,1.0,0.0,0.0,4.0,0.0,0.0,-3,0,0
2025,best1_lex2,Jaydon Blue,35.0,0.0,0.0,38.0,8.0,0.0,-3,-8,0
2025,best1_lex2,Kyle Pitts,1.0,0.0,0.0,4.0,0.0,0.0,-3,0,0
2025,best1_lex2,Marvin Mims,3.0,0.0,0.0,6.0,0.0,0.0,-3,0,0
2025,best1_lex2,Jerome Ford,3.0,0.0,0.0,7.0,0.0,0.0,-4,0,0
2025,best1_lex2,Travis Kelce,1.0,0.0,0.0,5.0,0.0,0.0,-4,0,0
2025,best1_lex2,Chris Godwin,1.0,0.0,0.0,6.0,0.0,0.0,-5,0,0
2025,best1_lex2,Dallas Goedert,3.0,0.0,0.0,8.0,0.0,0.0,-5,0,0
2025,best1_lex2,Dylan Sampson,17.0,0.0,0.0,22.0,7.0,0.0,-5,-7,0
2025,best1_lex2,Rashid Shaheed,6.0,0.0,0.0,11.0,0.0,0.0,-5,0,0
2025,best1_lex2,Quinshon Judkins,10.0,0.0,0.0,16.0,0.0,0.0,-6,0,0
2025,best1_lex2,Travis Etienne,5.0,0.0,0.0,11.0,0.0,0.0,-6,0,0
2025,best1_lex2,Deebo Samuel,2.0,0.0,0.0,9.0,0.0,0.0,-7,0,0
2025,best1_lex2,Jaylen Waddle,9.0,0.0,0.0,16.0,1.0,0.0,-7,-1,0
2025,best1_lex2,Austin Ekeler,16.0,0.0,0.0,24.0,2.0,0.0,-8,-2,0
2025,best1_lex2,George Pickens,8.0,0.0,0.0,16.0,0.0,0.0,-8,0,0
2025,best1_lex2,Jaylen Warren,6.0,0.0,0.0,14.0,0.0,0.0,-8,0,0
2025,best1_lex2,Keon Coleman,8.0,0.0,0.0,16.0,0.0,0.0,-8,0,0
2025,best1_lex2,Michael Pittman,1.0,0.0,0.0,9.0,0.0,0.0,-8,0,0
2025,best1_lex2,Rhamondre Stevenson,10.0,0.0,0.0,18.0,0.0,0.0,-8,0,0
2025,best1_lex2,Jakobi Meyers,9.0,0.0,0.0,18.0,0.0,0.0,-9,0,0
2025,best1_lex2,Josh Downs,4.0,0.0,0.0,13.0,1.0,0.0,-9,-1,0
2025,best1_lex2,Khalil Shakir,2.0,0.0,0.0,11.0,0.0,0.0,-9,0,0
2025,best1_lex2,Rome Odunze,30.0,0.0,0.0,40.0,4.0,0.0,-10,-4,0
2025,best1_lex2,Colston Loveland,4.0,0.0,0.0,15.0,0.0,0.0,-11,0,0
2025,best1_lex2,Jauan Jennings,5.0,0.0,0.0,16.0,0.0,0.0,-11,0,0
2025,best1_lex2,Joe Mixon,20.0,0.0,0.0,32.0,1.0,0.0,-12,-1,0
2025,best1_lex2,Tyler Warren,90.0,0.0,0.0,103.0,7.0,0.0,-13,-7,0
2025,best1_lex2,Chris Olave,8.0,0.0,0.0,24.0,0.0,0.0,-16,0,0
2025,best1_lex2,Cooper Kupp,7.0,0.0,0.0,25.0,0.0,0.0,-18,0,0
2025,best1_lex2,Tucker Kraft,9.0,0.0,0.0,28.0,0.0,0.0,-19,0,0
2025,best1_lex2,Mark Andrews,35.0,0.0,0.0,55.0,0.0,0.0,-20,0,0
2025,best1_lex2,Jordan Addison,24.0,0.0,0.0,47.0,0.0,0.0,-23,0,0
2025,best1_lex2,Jayden Reed,12.0,0.0,0.0,37.0,0.0,0.0,-25,0,0
2025,best1_lex2,Ricky Pearsall,28.0,0.0,0.0,56.0,3.0,0.0,-28,-3,0
2025,best1_lex2,Adam Thielen,1.0,0.0,0.0,33.0,0.0,0.0,-32,0,0
2025,not_selected_by_candidate,Brandon Aiyuk,,,,1.0,0.0,0.0,-1,0,0
2025,not_selected_by_candidate,David Montgomery,,,,1.0,0.0,0.0,-1,0,0
2025,not_selected_by_candidate,Jameson Williams,,,,1.0,0.0,0.0,-1,0,0
2025,not_selected_by_candidate,Xavier Legette,,,,1.0,0.0,0.0,-1,0,0
2025,not_selected_by_candidate,Jake Ferguson,,,,2.0,0.0,0.0,-2,0,0
2025,not_selected_by_candidate,Luther Burden,,,,2.0,0.0,0.0,-2,0,0
2025,not_selected_by_candidate,Darnell Mooney,,,,6.0,0.0,0.0,-6,0,0
2025,not_selected_by_candidate,Keenan Allen,,,,6.0,0.0,0.0,-6,0,0
